timestamp,temperature,humidity,moisture
185.955,29.8,54.0,19.5
187.237,29.7,55.0,19.5
188.249,29.7,55.0,19.4
189.531,29.8,55.0,19.1
190.542,29.8,55.0,19.1
191.825,29.8,55.0,19.7
192.836,29.8,55.0,19.5
194.119,29.7,55.0,19.5
195.13,29.7,55.0,19.5
196.413,29.8,56.0,19.6
197.424,29.8,56.0,19.4
198.707,29.7,56.0,19.8
199.718,29.7,56.0,19.5
201.001,29.8,57.0,19.8
202.013,29.8,57.0,19.3
203.297,29.7,56.0,19.6
204.309,29.7,56.0,19.4
205.591,29.7,56.0,19.5
206.603,29.7,56.0,19.9
207.885,29.7,55.0,19.2
208.897,29.7,55.0,19.5
210.179,29.7,55.0,19.5
211.191,29.7,55.0,19.0
212.473,29.7,55.0,19.9
213.485,29.7,55.0,19.5
214.767,29.7,55.0,19.6
215.779,29.7,55.0,19.7
217.061,29.6,54.0,19.9
218.073,29.6,54.0,19.8
219.355,29.7,54.0,19.4
220.367,29.7,54.0,19.7
221.649,29.7,54.0,19.6
222.663,29.7,54.0,19.6
223.945,29.7,54.0,19.6
224.957,29.7,54.0,19.6
226.239,29.6,55.0,19.5
227.251,29.6,55.0,19.5
228.534,29.6,55.0,19.6
229.545,29.6,55.0,19.5
230.828,29.6,55.0,19.6
231.839,29.6,55.0,19.9
233.122,29.6,55.0,20.0
234.133,29.6,55.0,19.7
235.416,29.6,54.0,19.6
236.427,29.6,54.0,19.8
237.709,29.6,54.0,19.4
238.721,29.6,54.0,19.8
240.003,29.6,53.0,19.6
241.015,29.6,53.0,19.5
242.299,29.6,53.0,19.6
243.31,29.6,53.0,19.5
244.592,29.5,54.0,19.4
245.604,29.5,54.0,19.4
246.886,29.5,54.0,19.4
247.898,29.5,54.0,19.4
249.18,29.5,54.0,19.4
250.192,29.5,54.0,19.6
251.474,29.5,54.0,19.4
252.487,29.5,54.0,19.5
253.769,29.5,55.0,19.4
254.781,29.5,55.0,19.5
256.063,29.6,55.0,19.8
257.075,29.6,55.0,19.7
258.357,29.5,55.0,19.4
259.369,29.5,55.0,19.4
260.65,29.5,55.0,19.5
261.662,29.5,55.0,19.9
262.946,29.5,55.0,19.6
263.958,29.5,55.0,19.4
265.24,29.6,55.0,19.3
266.251,29.6,55.0,19.6
267.534,29.5,56.0,19.6
268.545,29.5,56.0,19.6
269.828,29.6,56.0,19.5
270.839,29.6,56.0,20.0
272.122,29.6,55.0,19.7
273.133,29.6,55.0,19.5
274.416,29.5,55.0,19.3
275.427,29.5,55.0,19.5
276.71,29.6,56.0,19.5
277.722,29.6,56.0,19.6
279.004,29.6,56.0,19.7
280.016,29.6,56.0,19.2
281.298,29.6,56.0,19.7
282.312,29.6,56.0,19.7
283.594,29.6,56.0,19.4
284.606,29.6,56.0,19.1
285.888,29.6,55.0,19.2
286.9,29.6,55.0,19.5
288.182,29.6,55.0,19.2
289.194,29.6,55.0,19.1
290.476,29.6,55.0,19.4
291.488,29.6,55.0,19.4
292.77,29.6,55.0,19.2
